Review Text,stemming,tokens,weights,total_score,Sentimen
"Salah satu game terbaik yang pernah ada di playstore! Cerita bagus, ramah f2p, banyak event, combat bagus, original soundtrack yang keren, dll. Namun memang sih ini game agak berat dan optimasi nya di android agak kurang dibanding pc & konsol, oh ya btw hp yg gua pake Dimensity 7400 jdi masih aman-aman aja sih di setting med-low walaupun ya menurut gua minimal biar lebih nyaman maen nya pake Dimensity 9000 ke atas atau setara Snapdragon 8 gen 1/2/3/4/5",salah baik playstore cerita bagus ramah fp event combat bagus original soundtrack keren dll berat optimasi android kurang banding pc konsol oh btw hp gua pakai dimensity amanaman setting medlow gua minimal biar nyaman pakai dimensity tara snapdragon gen,"['salah', 'baik', 'playstore', 'cerita', 'bagus', 'ramah', 'fp', 'event', 'combat', 'bagus', 'original', 'soundtrack', 'keren', 'dll', 'berat', 'optimasi', 'android', 'kurang', 'banding', 'pc', 'konsol', 'oh', 'btw', 'hp', 'gua', 'pakai', 'dimensity', 'amanaman', 'setting', 'medlow', 'gua', 'minimal', 'biar', 'nyaman', 'pakai', 'dimensity', 'tara', 'snapdragon', 'gen']","[-4, 5, 0, -4, 5, 5, 0, 0, 0, 5, 0, 0, 5, 0, -4, 0, 0, -4, -3, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, -3, -3, -3, 4, 0, 0, 2, 0, 0]",0,Positive
"ini game tuh udh bagus jujur, dar segi visual karakter nya dan segi grafik juga udah mantep, cuma plis game nya di buat lebih ringan lagi biar ga make terlalu banyak memori ponsel, dan biar ga terlalu berat juga pas di mainin, saranku sih itu aja, soalnya ini game udah bagus banget tapi sayangnya berat+gunain terlalu banyak memori aja.",tuh bagus jujur dar segi visual karakter segi grafik mantap plis ringan biar tidak pakai memori ponsel biar tidak berat pas mainin saran bagus sayang beratgunain memori,"['tuh', 'bagus', 'jujur', 'dar', 'segi', 'visual', 'karakter', 'segi', 'grafik', 'mantap', 'plis', 'ringan', 'biar', 'tidak', 'pakai', 'memori', 'ponsel', 'biar', 'tidak', 'berat', 'pas', 'mainin', 'saran', 'bagus', 'sayang', 'beratgunain', 'memori']","[0, 5, 1, 0, -4, 4, 0, -4, 1, 5, 0, -1, -3, -5, 0, -3, 0, -3, -5, -4, 3, -2, -3, 5, -3, 0, -3]",-19,Negative
game nya bagus tapi optimasi nya kureng banget si tapi overall suka ama kalau bisa agak kurangin fan servis nya kek kostum nya contoh promeia kenapa gk bisa dia baju atau pakaian nya kek arlechhino dari gi gitu lah ketutup padahal udh bagus gitu loh,bagus optimasi reng overall suka kurang fan servis kostum contoh promeia tidak baju pakai arlechhino gi tutup bagus loh,"['bagus', 'optimasi', 'reng', 'overall', 'suka', 'kurang', 'fan', 'servis', 'kostum', 'contoh', 'promeia', 'tidak', 'baju', 'pakai', 'arlechhino', 'gi', 'tutup', 'bagus', 'loh']","[5, 0, 0, 0, 3, -4, 0, 3, 0, 0, 0, -5, 2, 0, 0, 0, -2, 5, 0]",7,Positive
"bagus baget cuy, disni ada mbg ( My Bini Guweh🗿👌)",bagus cuy mbg my bini guweh,"['bagus', 'cuy', 'mbg', 'my', 'bini', 'guweh']","[5, 0, 0, 0, 0, 0]",5,Positive
"Gokil wak, lumayan balance lah buat di G99 mentok - mentok 35± fps. Story S3 3.0 lumayan ok lah buat pembukaan, bansos buat pull lancar, gacha-nya? tergantung ke-hoky an rek, namanya juga RNG...",gila wak lumayan balance tidak mentok mentok fps story lumayan ok buka bansos pull lancar gachanya gantung kehoky an rek nama rng,"['gila', 'wak', 'lumayan', 'balance', 'tidak', 'mentok', 'mentok', 'fps', 'story', 'lumayan', 'ok', 'buka', 'bansos', 'pull', 'lancar', 'gachanya', 'gantung', 'kehoky', 'an', 'rek', 'nama', 'rng']","[-5, 0, -2, 0, -5, -5, -5, -4, 5, -2, 4, -3, -1, 0, -2, 0, -3, 0, 0, 0, 0, 0]",-28,Negative
"semoga game nya bisa tetep ramah hp mid deh kedepanya, semoga bagus dan unik kedepanya",moga ramah hp mid deh depa moga bagus unik depa,"['moga', 'ramah', 'hp', 'mid', 'deh', 'depa', 'moga', 'bagus', 'unik', 'depa']","[1, 5, 0, 0, 0, 0, 1, 5, 0, 0]",12,Positive
"game busuk, ga optimal wuka keluar sendiri",busuk tidak optimal wuka,"['busuk', 'tidak', 'optimal', 'wuka']","[-5, -5, 0, 0]",-10,Negative
game setengah porno ajg bikin membuat iman pria goncang gancing aj setiap karakter cwe masa tobrut semua apalagi yang paling tobrut velina belle nicoleSkipp,porno ajg bikin iman pria goncang gancing karakter cewek tobrut tobrut velina belle nicoleskipp,"['porno', 'ajg', 'bikin', 'iman', 'pria', 'goncang', 'gancing', 'karakter', 'cewek', 'tobrut', 'tobrut', 'velina', 'belle', 'nicoleskipp']","[-5, 0, 0, -3, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0]",-11,Negative
gelo bagus bngt njirrrrr,gelo bagus anjir,"['gelo', 'bagus', 'anjir']","[-2, 5, -3]",0,Positive
seru dan keren,seru keren,"['seru', 'keren']","[5, 5]",10,Positive
tolong untuk cut scenenya di buat hd karena kurang nyaman di lihat mata padahal saya sudah menggunakan settingan grafis tertinggi,tolong cut scenenya hd kurang nyaman settingan grafis tinggi,"['tolong', 'cut', 'scenenya', 'hd', 'kurang', 'nyaman', 'settingan', 'grafis', 'tinggi']","[-2, 0, 0, 0, -4, 4, 0, 1, -2]",-3,Negative
"game sudah sangat bagus,hanya saja di device rog 7,seting rata kanan sama kiri,sama aja tetap ngelag performa kurang bagus saya harap update kedepannya bakal di perbaiki lagi,lag crash patah patah,fps drop",bagushanya device rog ting rata kanan kirisama ngelag performa kurang bagus harap update depan baik lagilag crash patah patahfps drop,"['bagushanya', 'device', 'rog', 'ting', 'rata', 'kanan', 'kirisama', 'ngelag', 'performa', 'kurang', 'bagus', 'harap', 'update', 'depan', 'baik', 'lagilag', 'crash', 'patah', 'patahfps', 'drop']","[0, 0, 0, 0, -4, 0, 0, -5, -4, -4, 5, -3, -5, 0, 5, 0, -5, -4, 0, -3]",-27,Negative
"Tolong, itu fan servicenya jgn terlalu brutal, untuk grafik visual rasanya agak berkabut alias brightnya agak tinggi sisa bagus sih g ada yg jelek",tolong fan servicenya jangan brutal grafik visual kabut alias brightnya tinggi sisa bagus tidak jelek,"['tolong', 'fan', 'servicenya', 'jangan', 'brutal', 'grafik', 'visual', 'kabut', 'alias', 'brightnya', 'tinggi', 'sisa', 'bagus', 'tidak', 'jelek']","[-2, 0, 0, -3, -5, 1, 4, -2, 0, 0, -2, -4, 5, -5, -5]",-18,Negative
peak game,peak,['peak'],[0],0,Positive
"sayang bgt susah buat mapping, pake gamepad gak kebacaa (zzz mobile)",sayang susah mapping pakai gamepad tidak kebacaa mobile,"['sayang', 'susah', 'mapping', 'pakai', 'gamepad', 'tidak', 'kebacaa', 'mobile']","[-3, -3, 0, 0, 0, -5, 0, 0]",-11,Negative
memuaskan nafsu player,muas nafsu player,"['muas', 'nafsu', 'player']","[5, 0, 0]",5,Positive
"penulisan sifat mc dan karakter2 playable nya jelek banget khususnya di season 2. sifat mc terlalu pemaaf untuk orang dengan tujuan balas dendam, dan selalu sok nasehatin karakter2 yg mau balas dendam ke targetnya(yg benar2 bersalah dan emang sudah tepat sasaran).",tulis sifat mc karakter playable jelek season sifat mc maaf tuju balas dendam sok nasihat karakter balas dendam targetnyayg salah sasar,"['tulis', 'sifat', 'mc', 'karakter', 'playable', 'jelek', 'season', 'sifat', 'mc', 'maaf', 'tuju', 'balas', 'dendam', 'sok', 'nasihat', 'karakter', 'balas', 'dendam', 'targetnyayg', 'salah', 'sasar']","[0, 0, 0, 0, 0, -5, 0, 0, 0, -2, -4, -3, -5, 0, -3, 0, -3, -5, 0, -4, 0]",-34,Negative
"tolong dong game nya didoptimalin lagi, beratt 🫠",tolong didoptimalin beratt,"['tolong', 'didoptimalin', 'beratt']","[-2, 0, 0]",-2,Negative
tolong diperbarui lagi untuk optimisasi gamenya untuk kedepan nya,tolong baru optimisasi depan,"['tolong', 'baru', 'optimisasi', 'depan']","[-2, 0, 0, 0]",-2,Negative
1.5 tahun main cuman 2x menang rate off,tahun cuman menang rate off,"['tahun', 'cuman', 'menang', 'rate', 'off']","[0, 0, -5, -2, 0]",-7,Negative
"tolong ini map terbaru belum stabil, kadang fps drop tiba"", device saya Infinix gt 30 pro. di map lain tidak terjadi kendala fps drop yaaa",tolong map baru belum stabil kadang fps drop device infinix pro map tidak kendala fps drop,"['tolong', 'map', 'baru', 'belum', 'stabil', 'kadang', 'fps', 'drop', 'device', 'infinix', 'pro', 'map', 'tidak', 'kendala', 'fps', 'drop']","[-2, 0, 0, -2, 3, 3, -4, -3, 0, 0, 0, 0, -5, 0, -4, -3]",-17,Negative
"game bagus, overall sudah perfect. untuk orang lain yang rating jelek karena event boring atau pun gacha gak dapet karakter yang diinginkan itu konyol banget sih, kalo lu ngusulin event yang lebih baik mending ke websitenya langsung. Dan untuk yang gagal gacha dan gasuka 50/50 mending gak usah ngerate, kalo lu gak suka sistem gachanya ya gak usah main dan kalo lu gagal dapet karakter limit itu juga normal terima aja gak usah marah, semua player juga gitu. mereka juga pernah gagal. itu aja sih",bagus overall perfect rating jelek event boring gacha tidak karakter konyol ngusulin event mending websitenya gagal gacha gasuka mending tidak ngerate tidak suka sistem gachanya tidak gagal karakter limit normal terima tidak marah player gagal,"['bagus', 'overall', 'perfect', 'rating', 'jelek', 'event', 'boring', 'gacha', 'tidak', 'karakter', 'konyol', 'ngusulin', 'event', 'mending', 'websitenya', 'gagal', 'gacha', 'gasuka', 'mending', 'tidak', 'ngerate', 'tidak', 'suka', 'sistem', 'gachanya', 'tidak', 'gagal', 'karakter', 'limit', 'normal', 'terima', 'tidak', 'marah', 'player', 'gagal']","[5, 0, 0, 0, -5, 0, -3, -3, -5, 0, -3, 0, 0, -3, 0, -4, -3, -4, -3, -5, 0, -5, 3, -4, 0, -5, -4, 0, 0, 1, 2, -5, -5, 0, -4]",-62,Negative
"3Btg Dulu soalnya Combeack main ni game,:),Bansos banyakin ya buat player yg awal rilis maen tapi kehalang device buat main,jadi vakum agak lama",btg combeack gamebansos banyak player rilis halang device mainjadi vakum,"['btg', 'combeack', 'gamebansos', 'banyak', 'player', 'rilis', 'halang', 'device', 'mainjadi', 'vakum']","[0, 0, 0, -3, 0, 3, -3, 0, 0, -3]",-6,Negative
game rusak butu di perbaiki,rusak butu baik,"['rusak', 'butu', 'baik']","[-4, 0, 5]",1,Positive
seru,seru,['seru'],[5],5,Positive
"surat cinta untuk developer terima kasih banyak telah membuat game sebagus ini karena dengan game ini saya punya alasan kedua kenapa aku ada di kamar mandi lama,dan juga ini game punya banyak karakter yang waifuable terutama itu hoshimi miyabi itu tipe aku banget aku",surat cinta developer terima kasih bagus alas kamar mandi lamadan karakter waifuable hoshimi miyabi tipe,"['surat', 'cinta', 'developer', 'terima', 'kasih', 'bagus', 'alas', 'kamar', 'mandi', 'lamadan', 'karakter', 'waifuable', 'hoshimi', 'miyabi', 'tipe']","[0, 3, 0, 2, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,Positive
Games nya sangat Bagus Aku Menyukai Game nya Terus Lah Berkembang,games bagus suka kembang,"['games', 'bagus', 'suka', 'kembang']","[0, 5, 3, 3]",11,Positive
wareg banget bansosnya tidak seperti game sebelah. Intinya gud,wareg bansosnya tidak belah inti gud,"['wareg', 'bansosnya', 'tidak', 'belah', 'inti', 'gud']","[0, 0, -5, -5, 0, 0]",-10,Negative
"memory hp gue udah gak muat. ada genshin, wuwa, arknight enfield, ML, 7knight rebirth, chaos zero nightmare, theotown, jadi terpaksa uninstall nih game, btw where wind meet dan HSR juga jadi tumbal, game kalian yang kebesaran atau kapasitas hp gue kekecilan. udah gede nih gue rasa memory hp gue.",memory hp tidak muat genshin wuwa arknight enfield ml knight rebirth chaos zero nightmare theotown paksa uninstall btw where wind meet hsr tumbal besar kapasitas hp kecil gede memory hp,"['memory', 'hp', 'tidak', 'muat', 'genshin', 'wuwa', 'arknight', 'enfield', 'ml', 'knight', 'rebirth', 'chaos', 'zero', 'nightmare', 'theotown', 'paksa', 'uninstall', 'btw', 'where', 'wind', 'meet', 'hsr', 'tumbal', 'besar', 'kapasitas', 'hp', 'kecil', 'gede', 'memory', 'hp']","[0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, -2, 3, 0, -3, -2, 0, 0]",-16,Negative
"got nothing much to say, thank you for Shungus fungus banner.",got nothing much sayang thank you for shungus fungus banner,"['got', 'nothing', 'much', 'sayang', 'thank', 'you', 'for', 'shungus', 'fungus', 'banner']","[-3, 0, 0, -3, 4, 0, 0, 0, 0, 0]",-2,Negative
"untuk Developer........ saya merasakan lag parah, nge glitch dan fps turun drastis, padahal settingan tampilan dan grafik aku buat rendah, semoga kedepannya segera di perbaiki atau mendapat perkembangan dan penyesuaian agar para pemain yang menggunakan perangkat yang kurang mumpuni bisa bermain lebih nyaman dan lancar lagi, terimakasihh",developer rasa lag parah nge glitch fps turun drastis settingan tampil grafik rendah moga depan baik kembang sesuai main perangkat kurang mumpuni main nyaman lancar terimakasihh,"['developer', 'rasa', 'lag', 'parah', 'nge', 'glitch', 'fps', 'turun', 'drastis', 'settingan', 'tampil', 'grafik', 'rendah', 'moga', 'depan', 'baik', 'kembang', 'sesuai', 'main', 'perangkat', 'kurang', 'mumpuni', 'main', 'nyaman', 'lancar', 'terimakasihh']","[0, -2, -5, -5, 0, 0, -4, -3, -4, 0, -3, 1, -5, 1, 0, 5, 3, 3, -2, 0, -4, 0, -2, 4, -2, 0]",-24,Negative
my phone keeep crashing everytime open the maps,my phone kep crashing everytime open the maps,"['my', 'phone', 'kep', 'crashing', 'everytime', 'open', 'the', 'maps']","[0, 0, 0, 0, 0, -3, 0, 0]",-3,Negative
Game bagus,bagus,['bagus'],[5],5,Positive
keren wok tapi sayang nya hp gw cepet panas,keren wok sayang hp cepat panas,"['keren', 'wok', 'sayang', 'hp', 'cepat', 'panas']","[5, 0, -3, 0, -3, -3]",-4,Negative
"Ayolah mau login aja susah sekali, stuck di loading screen tolong diperbaiki lagi🙏",ayo login susah stuck loading screen tolong baik,"['ayo', 'login', 'susah', 'stuck', 'loading', 'screen', 'tolong', 'baik']","[4, 0, -3, -4, -3, 0, -2, 5]",-3,Negative
tidak bisa menghubungkan ke server jika menggunakan jaringan seluler xl,tidak hubung server jaring seluler xl,"['tidak', 'hubung', 'server', 'jaring', 'seluler', 'xl']","[-5, -3, 0, 3, 0, 0]",-5,Negative
kasih bintang 5 karna emang bagus tapi kenapa setiap login selalu gagal padahal sinyal udah bagus banget malah tolong di perbaiki,kasih bintang bagus login gagal sinyal bagus tolong baik,"['kasih', 'bintang', 'bagus', 'login', 'gagal', 'sinyal', 'bagus', 'tolong', 'baik']","[1, 0, 5, 0, -4, 0, 5, -2, 5]",10,Positive
"gak support device low entry,selebihnya enjoyable aja",tidak support device low entryselebihnya enjoyable,"['tidak', 'support', 'device', 'low', 'entryselebihnya', 'enjoyable']","[-5, 4, 0, 0, 0, 0]",-1,Negative
"untuk overallnya bagus dan gak pelit"" amat soal bansosnya+karakternya full tobrut 😋👍",overallnya bagus tidak pelit bansosnyakarakternya full tobrut,"['overallnya', 'bagus', 'tidak', 'pelit', 'bansosnyakarakternya', 'full', 'tobrut']","[0, 5, -5, -5, 0, 0, 0]",-5,Negative
"apakah bisa zzz sama ringan nya dengan genshin, karna genshin di sd860 sangat lancar sedangkan zzz terasa lebih berat. intinya tolong di optimalkan untuk mobile",ringan genshin genshin sd lancar berat inti tolong optimal mobile,"['ringan', 'genshin', 'genshin', 'sd', 'lancar', 'berat', 'inti', 'tolong', 'optimal', 'mobile']","[-1, 0, 0, 0, -2, -4, 0, -2, 0, 0]",-9,Negative
"bintang 3 dulu, tolong perbaiki pemerataan gendernya dong terlalu banyak karakter cewek",bintang tolong baik perata gender karakter cewek,"['bintang', 'tolong', 'baik', 'perata', 'gender', 'karakter', 'cewek']","[0, -2, 5, 2, 0, 0, 0]",5,Positive
gk ada update telanja#$$,tidak update telanja,"['tidak', 'update', 'telanja']","[-5, -5, 0]",-10,Negative
"story dari semua hoyoverse aku suka banget sama ini setelah hsr. cuman aku kasih bintang 2 karena akunku yang bagus tetiba hilang hehe, tapi aku nunggu storynya ramielle dan nunggu device uprage dulu walaupun akun dulu ga balik tp gapapa deh:"")",story hoyoverse suka hsr cuman kasih bintang akun bagus tetiba hilang hehe tunggu storynya ramielle tunggu device uprage akun tidak gapapa deh,"['story', 'hoyoverse', 'suka', 'hsr', 'cuman', 'kasih', 'bintang', 'akun', 'bagus', 'tetiba', 'hilang', 'hehe', 'tunggu', 'storynya', 'ramielle', 'tunggu', 'device', 'uprage', 'akun', 'tidak', 'gapapa', 'deh']","[5, 0, 3, 0, 0, 1, 0, 0, 5, -3, -4, 0, -2, 0, 0, -2, 0, 0, 0, -5, 0, 0]",-2,Negative
game tolol optimalisasi nya jelek bat anj pas update 3.0,tolol optimalisasi jelek anjing pas update,"['tolol', 'optimalisasi', 'jelek', 'anjing', 'pas', 'update']","[-5, -2, -5, -4, 3, -5]",-18,Negative
tolong dong mihoyo. ini kenapa story Proxy dan kelincinya bug. observation data yang ada cuman 1. yang kedua dan ketiga tidak muncul.. udah 4 kali ngulang ga nemu,tolong mihoyo story proxy kelinci bug observation data cuman tiga tidak muncul ngulang tidak nemu,"['tolong', 'mihoyo', 'story', 'proxy', 'kelinci', 'bug', 'observation', 'data', 'cuman', 'tiga', 'tidak', 'muncul', 'ngulang', 'tidak', 'nemu']","[-2, 0, 5, 0, 0, -5, 0, -3, 0, 0, -5, -3, 0, -5, -2]",-20,Negative
ayolah kenapa nggak bisa masuk ini wak padahal sinyal ku bagus bagus aja tapi nggak bisa masuk loh. dipaksa dulu baru bisa masuk,ayo tidak wak sinyal ku bagus bagus tidak loh paksa,"['ayo', 'tidak', 'wak', 'sinyal', 'ku', 'bagus', 'bagus', 'tidak', 'loh', 'paksa']","[4, -5, 0, 0, 0, 5, 5, -5, 0, -4]",0,Positive
"game nya bagus apalagi story tapi ketika di roscaelifer ada masalah yang dimana ketika menggunakan cctv atau bangboo yang terbang layar seketika menjadi putih, abu, dan hitam dan tidak terlihat jelas semoga masalah nya bisa diperbaiki terimakasih",bagus story roscaelifer mana cctv bangboo terbang layar putih abu hitam tidak moga baik terimakasih,"['bagus', 'story', 'roscaelifer', 'mana', 'cctv', 'bangboo', 'terbang', 'layar', 'putih', 'abu', 'hitam', 'tidak', 'moga', 'baik', 'terimakasih']","[5, 5, 0, 0, 0, 0, 0, -2, -4, -2, -4, -5, 1, 5, 5]",4,Positive
nice,nice,['nice'],[4],4,Positive
"cacat,gacha pelit,hard pity terus tapi malah kalah, rate on juga hard pity, najis. gacha chat kek telek, rate on belum dapet juga,padahal udah pity 73, Mending main wuthering wave, gacha 30 pity rate off dapet char limited, ampas zzz",cacatgacha pelithard pity kalah rate on hard pity najis gacha chat telek rate on belum jugapadahal pity mending wuthering wave gacha pity rate off char limited ampas,"['cacatgacha', 'pelithard', 'pity', 'kalah', 'rate', 'on', 'hard', 'pity', 'najis', 'gacha', 'chat', 'telek', 'rate', 'on', 'belum', 'jugapadahal', 'pity', 'mending', 'wuthering', 'wave', 'gacha', 'pity', 'rate', 'off', 'char', 'limited', 'ampas']","[0, 0, 0, -4, -2, 0, -5, 0, -4, -3, 3, 0, -2, 0, -2, 0, 0, -3, 0, 0, -3, 0, -2, 0, 0, 0, -3]",-30,Negative
"kenapa saya tidak bisa log in selalu ngulang ngulang di loading screen katanya jaringan ku bermasalah padahal jaringan saya aman"" saja tolong di fix hoyo aku kasih bintang lima lagi nanti",tidak log ngulang ngulang loading screen jaring ku masalah jaring aman tolong fix hoyo kasih bintang,"['tidak', 'log', 'ngulang', 'ngulang', 'loading', 'screen', 'jaring', 'ku', 'masalah', 'jaring', 'aman', 'tolong', 'fix', 'hoyo', 'kasih', 'bintang']","[-5, 0, 0, 0, -3, 0, 3, 0, -4, 3, 2, -2, 0, 0, 1, 0]",-5,Negative
gamenya bagus... namun loginnya membutuhkan waktu yang lama .... tidak seperti genshin impact... juga zzz lebih berat... genshin dengan setelan grafik highest lebih ringan daripada mode hemat baterai zzz tolong disesuaikan kembali,bagus loginnya butuh waktu tidak genshin impact berat genshin setel grafik highest ringan mode hemat baterai tolong sesuai,"['bagus', 'loginnya', 'butuh', 'waktu', 'tidak', 'genshin', 'impact', 'berat', 'genshin', 'setel', 'grafik', 'highest', 'ringan', 'mode', 'hemat', 'baterai', 'tolong', 'sesuai']","[5, 0, -5, 0, -5, 0, 0, -4, 0, 0, 1, 0, -1, 0, -3, -3, -2, 3]",-14,Negative
"Udah benar-benar jadi ""gooners bait game"". Story utama Season 2 hancur berantakan. Game kabanyakan coba-coba. Balikin Season 1 yang bagus itu!",benarbenar gooners bait story utama season hancur beranta kabanyakan cobacoba balikin season bagus,"['benarbenar', 'gooners', 'bait', 'story', 'utama', 'season', 'hancur', 'beranta', 'kabanyakan', 'cobacoba', 'balikin', 'season', 'bagus']","[0, 0, -3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5]",7,Positive
